date_next,date_t,Open_pred,High_pred,Low_pred,Close_pred,Open_true,High_true,Low_true,Close_true,gap_pred,range_pred,body_pred,uw_pred,lw_pred,pnl,pnl_pip,equity
2010-02-10,2010-02-09,1.3749498175181005,1.3804696633664872,1.3746224032089602,1.3801446324573345,1.378,1.38112,1.36747,1.37467,-0.003140206476345379,0.0200595759667423,0.005194814939233918,0.0003250309,0.0003274143,-0.010029787983371063,-100.29787983371062,-0.04162782450671387
2010-02-11,2010-02-10,1.3721551081750218,1.3724838333788936,1.371779363559335,1.3720910472772172,1.37449,1.37999,1.3593,1.36857,-0.002514920511501628,0.01980957940905278,-6.406089780463284e-05,0.0003287252,0.00031168372,0.0,0.0,-0.04162782450671387
2010-02-12,2010-02-11,1.3671415519373207,1.3675205656498386,1.3663655518174362,1.3667545752685708,1.36865,1.3688,1.35276,1.36305,-0.0014284181935997865,0.01947436411424984,-0.00038697666874981315,0.0003790137,0.00038902345,0.0,0.0,-0.04162782450671387
2010-02-15,2010-02-12,1.3614708161180906,1.3617804739183348,1.360552464485754,1.3608603346996277,1.36219,1.36323,1.35767,1.35966,-0.0015791678601809022,0.014701372398349843,-0.0006104814184627627,0.0003096578,0.0003078702,0.0,0.0,-0.04162782450671387
2010-02-16,2010-02-15,1.3562746572462625,1.3616152881962107,1.3559522480974688,1.36120982041148,1.35964,1.37778,1.35872,1.37605,-0.0033853721650534572,0.017962621503350464,0.004935163165217375,0.00040546778,0.00032240915,0.008981310751675187,89.81310751675186,-0.032646513755038686
2010-02-17,2010-02-16,1.373528241920618,1.3786601846583688,1.373230382289372,1.3783908079564606,1.37601,1.37892,1.35834,1.36065,-0.002521753501745279,0.023398246951359402,0.004862566035842505,0.0002693767,0.00029785963,-0.011699123475679807,-116.99123475679806,-0.04434563723071849
2010-02-18,2010-02-17,1.3592362152571797,1.3597009042728234,1.3587158936662411,1.3590915707701163,1.36079,1.36529,1.34431,1.34587,-0.0014137280945658859,0.022698390528917273,-0.00014464448706345639,0.00046468902,0.0003756771,0.0,0.0,-0.04434563723071849
2010-02-19,2010-02-18,1.3445280791557537,1.3481587189450341,1.3442148461827685,1.3477462206934991,1.34618,1.36172,1.34525,1.36082,-0.001341938849617464,0.02098278481158423,0.003218141537745427,0.00041249825,0.00031323297,0.01049139240579211,104.9139240579211,-0.03385424482492638
2010-02-22,2010-02-19,1.358655684387575,1.3674226718183278,1.358320047344112,1.367069755394165,1.36284,1.36534,1.35723,1.36045,-0.002164370620359505,0.016313196603526123,0.008414071006590002,0.00035291642,0.00033563704,-0.0023900000000001143,-23.900000000001143,-0.0362442448249265
2010-02-23,2010-02-22,1.3581508511878067,1.3623430161043082,1.3577419277306628,1.3618485390562576,1.36048,1.36917,1.3495,1.35227,-0.002299178185362328,0.02249279053094589,0.0036976878684510223,0.00049447705,0.00040892346,-0.008209999999999829,-82.09999999999827,-0.044454244824926326
2010-02-24,2010-02-23,1.3509602733833972,1.3538922532300075,1.3504377963549714,1.3532227595990134,1.35231,1.36253,1.34995,1.35389,-0.0013097337500867217,0.021233130213273263,0.0022624862156162854,0.00066949363,0.000522477,0.0015800000000001369,15.800000000001369,-0.04287424482492619
2010-02-25,2010-02-24,1.3518530840745167,1.359093885151065,1.3513098756891646,1.358407356116782,1.35381,1.35696,1.34484,1.35353,-0.002036858094672875,0.01904499716854741,0.006554272042265368,0.00068652903,0.0005432084,-0.000280000000000058,-2.80000000000058,-0.04315424482492625
2010-02-26,2010-02-25,1.3517090882290668,1.3532129773891592,1.3512373691540724,1.3527266025855733,1.35358,1.36825,1.3532,1.3628,-0.0018209610949688113,0.01897338454558513,0.0010175143565064532,0.0004863748,0.00047171907,0.00948669227279253,94.86692272792529,-0.03366755255213372
2010-03-01,2010-02-26,1.3603444128208353,1.367789564981922,1.3598221740945733,1.3671531899383809,1.36385,1.36538,1.34589,1.35588,-0.0024555892772481045,0.022376925833912837,0.006808777117545552,0.00063637504,0.0005222387,-0.01118846291695652,-111.8846291695652,-0.04485601546909024
2010-03-02,2010-03-01,1.3542815698936232,1.3548625463779667,1.3498203079235964,1.3505067178067975,1.35597,1.36207,1.34345,1.36192,-0.0015984521553268505,0.02341368231317945,-0.003774852086825776,0.0005809765,0.0006864099,0.011706841156589709,117.06841156589708,-0.03314917431250053
2010-03-03,2010-03-02,1.3604221422463108,1.3608662174262955,1.3564322615194135,1.3570155016414822,1.36185,1.37356,1.35898,1.36999,-0.001497856876308925,0.020797258711035906,-0.003406640604828588,0.00044407518,0.0005832401,-0.010398629355518052,-103.98629355518051,-0.04354780366801858
2010-03-04,2010-03-03,1.3673911307599476,1.3719895808477227,1.3668381525679572,1.371440534408604,1.37003,1.37108,1.35504,1.3581,-0.002598860428101855,0.021961609360191033,0.004049403648656476,0.00054904644,0.0005529782,-0.010980804680095435,-109.80804680095434,-0.054528608348114016
2010-03-05,2010-03-04,1.3556282191652704,1.3565529273830539,1.3551579299323626,1.3559999491910635,1.35807,1.36297,1.35288,1.36222,-0.0024718374829840305,0.01903933970157457,0.00037173002579313463,0.0005529782,0.00047028923,0.0,0.0,-0.054528608348114016
2010-03-08,2010-03-05,1.359807764515943,1.3631917227022796,1.3593026831380195,1.3625933519062101,1.36353,1.37038,1.36038,1.36147,-0.002412284388475983,0.015795237076250822,0.0027855873902671367,0.0005983708,0.0005050814,-0.0020599999999999508,-20.599999999999508,-0.05658860834811397
2010-03-09,2010-03-08,1.3587403767232547,1.3654013771565356,1.3579113814120876,1.3643670563587644,1.36148,1.36348,1.35337,1.36046,-0.002729607331310769,0.01963419179089421,0.005626679635509833,0.0010343208,0.0008289953,-0.0010200000000000209,-10.200000000000209,-0.05760860834811399
2010-03-10,2010-03-09,1.3579105742288864,1.3585000096251367,1.3570468521630623,1.357602689806395,1.36051,1.36795,1.35416,1.36408,-0.0025494687246048232,0.019471279470510524,-0.0003078844224913881,0.0005894354,0.00055583764,0.0,0.0,-0.05760860834811399
2010-03-11,2010-03-10,1.3615662384405205,1.3641648352472737,1.3607579685490983,1.3633660944156043,1.36424,1.36862,1.36175,1.3681,-0.002513713799469752,0.017353070939297124,0.001799855975083824,0.00079874083,0.0008082699,0.0038600000000001966,38.60000000000196,-0.05374860834811379
2010-03-12,2010-03-11,1.3653775298416198,1.3712443696644585,1.3646366801958114,1.3703994136962536,1.36804,1.37981,1.36671,1.37653,-0.002722517269891588,0.015371585944000116,0.005021883854633767,0.00084495597,0.00074084965,0.007685792972000005,76.85792972000004,-0.046062815376113786
2010-03-15,2010-03-12,1.3739165867898486,1.3786925425733016,1.373100574581033,1.377790058751455,1.37714,1.37738,1.36382,1.36737,-0.0026134644415356525,0.01667387687027441,0.0038734719616064957,0.0009024838,0.0008160122,-0.008336938435137276,-83.36938435137274,-0.05439975381125106
2010-03-16,2010-03-15,1.3646355341501355,1.3654859691472545,1.3630214536949599,1.3638737944108972,1.36734,1.37808,1.36549,1.37663,-0.0027344752721668113,0.017389128049183064,-0.0007617397392382829,0.000850435,0.0008523407,0.0,0.0,-0.05439975381125106
2010-03-17,2010-03-16,1.3732557675674864,1.3782064522716226,1.3723411354575612,1.3773612580594616,1.37664,1.38171,1.37232,1.37344,-0.0033741810485414824,0.017171742378687908,0.004105490491975301,0.0008451942,0.0009146321,-0.0032000000000000917,-32.00000000000092,-0.05759975381125115
2010-03-18,2010-03-17,1.3703835303224492,1.374812891416662,1.3694577028420623,1.3736787815004965,1.37371,1.37387,1.35826,1.36089,-0.0030564969144892947,0.018204616246554083,0.0032952511780474044,0.0011341099,0.0009258275,-0.009102308123277059,-91.02308123277058,-0.06670206193452821
2010-03-19,2010-03-18,1.3583650969976164,1.3594863467460103,1.3566754492879103,1.3575899623049612,1.36081,1.36269,1.34997,1.35287,-0.0025249338632843967,0.016051747689897172,-0.0007751346926552535,0.0011212497,0.000914513,0.0,0.0,-0.06670206193452821
2010-03-22,2010-03-19,1.3498407816537454,1.3540307926359507,1.3489391315402262,1.3528614373990255,1.35124,1.35678,1.34606,1.35661,-0.0030292058340475937,0.013285337787812518,0.0030206557452799932,0.0011693552,0.0009016501,0.005370000000000097,53.70000000000097,-0.061332061934528115
2010-03-23,2010-03-22,1.3531915132573942,1.35532452734791,1.3521964915947193,1.354373332095782,1.35665,1.35679,1.34584,1.34668,-0.003418427271475393,0.016121676883221144,0.0011818188383879427,0.00095119525,0.0009950217,-0.00806083844161054,-80.6083844161054,-0.06939290037613866
2010-03-24,2010-03-23,1.3429778402404722,1.3463840263035285,1.3420291460551184,1.3452316983208197,1.34673,1.34855,1.33017,1.3327,-0.00370220488739637,0.01617441655734373,0.0022538580803474397,0.001152328,0.0009486942,-0.00808720827867182,-80.8720827867182,-0.07748010865481048
2010-03-25,2010-03-24,1.3298081865763667,1.332096071087559,1.3286635982334989,1.3307819372162122,1.33283,1.33881,1.32658,1.33038,-0.0028918275380130963,0.015320489312288861,0.0009737506398455282,0.0013141339,0.0011445883,0.0,0.0,-0.07748010865481048
2010-03-26,2010-03-25,1.3270198701151728,1.3347517931350497,1.3259767370267852,1.3335255240770978,1.33043,1.34246,1.32984,1.34081,-0.0033600928059698554,0.015196183908396778,0.006505653961924957,0.001226269,0.0010431331,0.0075980919541984715,75.9809195419847,-0.069882016700612
2010-03-29,2010-03-26,1.3370961304674225,1.3463452738156176,1.3361893590110654,1.3453579931897677,1.34453,1.35051,1.34149,1.34878,-0.003713810824386683,0.013523413381061899,0.008261862722345161,0.0009872806,0.00090677146,0.004250000000000087,42.50000000000087,-0.06563201670061192
2010-03-30,2010-03-29,1.3441292138892917,1.3502018164907625,1.343107397261238,1.3492516931327103,1.34893,1.35348,1.33931,1.34315,-0.004650822083303455,0.017995996091617276,0.00512247924341855,0.00095012336,0.0010218166,-0.008997998045808586,-89.97998045808586,-0.0746300147464205
2010-03-31,2010-03-30,1.33902422859206,1.3427537807607353,1.3378969059219876,1.3416809959913865,1.34323,1.35475,1.33819,1.35257,-0.004125791053631009,0.019155449862967154,0.002656767399326611,0.0010727848,0.0011273227,0.009577724931483678,95.77724931483677,-0.06505228981493683
2010-04-01,2010-03-31,1.3488515703490584,1.3539054406875206,1.3477818816451936,1.3530925254173038,1.35253,1.35904,1.34575,1.35869,-0.0037184865662248604,0.016631284452935397,0.004240955068245481,0.00081291527,0.0010696887,0.006159999999999943,61.59999999999943,-0.05889228981493688
2010-04-02,2010-04-01,1.3548621478613945,1.3572437943464022,1.3539510887705268,1.356530581115919,1.35867,1.35881,1.34713,1.35012,-0.0038278755608467936,0.017066388842273187,0.0016684332545244297,0.00071321323,0.0009110591,-0.008533194421136647,-85.33194421136646,-0.06742548423607353
2010-04-05,2010-04-02,1.3466137717200288,1.3497323857479229,1.3454743035558456,1.3484939723600133,1.34942,1.3538,1.34562,1.34677,-0.003506176667117211,0.014056287685112164,0.0018802006399845608,0.0012384134,0.0011394682,-0.002650000000000041,-26.500000000000412,-0.07007548423607357
2010-04-06,2010-04-05,1.342207469731773,1.3480435567962326,1.3412072080990474,1.3469785123652167,1.34685,1.34685,1.33536,1.33811,-0.004562578409706589,0.016287731927308396,0.004771042633443767,0.0010650444,0.0010002616,-0.008143865963654129,-81.43865963654129,-0.0782193501997277
2010-04-07,2010-04-06,1.334460774592316,1.3376272991201004,1.3335773472601606,1.336711118686395,1.33807,1.34018,1.33201,1.33298,-0.003649195500457364,0.01486852884470021,0.0022503440940789357,0.00091618043,0.00088342733,-0.005090000000000039,-50.90000000000039,-0.08330935019972774
2010-04-08,2010-04-07,1.3286564927189737,1.334875438957782,1.327956621499279,1.334038105923058,1.33297,1.33815,1.32786,1.33733,-0.004323544016560924,0.015058926235505905,0.005381613204084341,0.00083733303,0.0006998712,0.0043599999999999195,43.59999999999919,-0.07894935019972782
2010-04-09,2010-04-08,1.3338420805468814,1.337997659330146,1.3329284012381577,1.337062065768411,1.33736,1.34989,1.33363,1.34965,-0.00348790316436138,0.01627286404916704,0.003219985221529518,0.00093559356,0.0009136793,0.008136432024583584,81.36432024583584,-0.07081291817514423
2010-04-12,2010-04-09,1.3471532866954663,1.351942563277097,1.3461618378190183,1.3510209042801387,1.36548,1.36905,1.35637,1.35854,-0.002496738672270431,0.014068928917236377,0.0038676175846723204,0.000921659,0.0009914489,-0.007034464458618217,-70.34464458618217,-0.07784738263376245
2010-04-13,2010-04-12,1.3546681500021955,1.3602767096337833,1.3533780650916165,1.3589641235041403,1.35857,1.36265,1.35437,1.36133,-0.003871908133790803,0.01673449768837176,0.004295973501944863,0.0013125861,0.0012900849,0.0027599999999998737,27.599999999998737,-0.07508738263376258
2010-04-14,2010-04-13,1.3576899615945603,1.3613442813811463,1.356913852774569,1.3606190366853599,1.36131,1.36794,1.35929,1.36535,-0.0036400707540725765,0.014867107069876128,0.002929075090799529,0.0007252447,0.0007761088,0.0040400000000000436,40.40000000000043,-0.07104738263376253
2010-04-15,2010-04-14,1.3614491523868515,1.367140773564181,1.3602659851704835,1.3660687032356622,1.36538,1.36657,1.35169,1.35628,-0.0039008556240126887,0.016132635740548032,0.004619550848810814,0.0010720703,0.0011831672,-0.008066317870274009,-80.66317870274008,-0.07911370050403654
2010-04-16,2010-04-15,1.3536059838357837,1.3545777824461915,1.3525140884569122,1.3534949380675538,1.35624,1.35637,1.34703,1.35013,-0.002673985379609379,0.01448912237448648,-0.00011104576822991115,0.0009717986,0.0009808496,0.0,0.0,-0.07911370050403654
2010-04-19,2010-04-16,1.3467559761439811,1.3501242005707712,1.345675808314922,1.348833639521526,1.34743,1.34946,1.34124,1.34831,-0.003373985823487127,0.013011025622880227,0.002077663377544833,0.001290561,0.0010801678,0.0008799999999999919,8.799999999999919,-0.07823370050403655
2010-04-20,2010-04-19,1.3440919204245327,1.345619466984847,1.3432052772937348,1.344813698451237,1.34838,1.35222,1.34154,1.34216,-0.004218073319363804,0.016170111150012764,0.0007217780267042815,0.00080576853,0.00088664313,0.0,0.0,-0.07823370050403655
2010-04-21,2010-04-20,1.3380219302516352,1.3430824084949817,1.3368451926534917,1.3417095833734747,1.34214,1.34495,1.33561,1.33863,-0.00413805624433646,0.016120096264254417,0.003687653121839409,0.0013728251,0.0011767376,-0.003510000000000124,-35.10000000000124,-0.08174370050403668
2010-04-22,2010-04-21,1.3346794376370046,1.3389184229820337,1.3337757627700004,1.3378704074350487,1.33864,1.34209,1.32014,1.32217,-0.003950523376789384,0.018448273717789267,0.003190969798044216,0.0010480155,0.00090367487,-0.00922413685889456,-92.2413685889456,-0.09096783736293124
2010-04-23,2010-04-22,1.3197268632180368,1.3238035987109513,1.3181096669691925,1.3219332860993789,1.32214,1.33995,1.3202,1.33818,-0.0024431559317435623,0.017360502840912975,0.0022064228813421893,0.0018703126,0.0016171962,0.008680251420456475,86.80251420456474,-0.08228758594247476
2010-04-26,2010-04-23,1.3350148308154874,1.3432026290556176,1.334099841368732,1.3423448094271815,1.33618,1.34131,1.32892,1.33915,-0.0031651151302523684,0.015113320387412595,0.007329978611694035,0.0008578196,0.00091498945,0.002970000000000139,29.700000000001392,-0.07931758594247462
2010-04-27,2010-04-26,1.3358680421640563,1.3376810166603044,1.3344023656952593,1.3364358167247936,1.33938,1.33942,1.31419,1.31765,-0.003281909770758082,0.02064088130159208,0.0005677745607372594,0.0012451999,0.0014656765,0.0,0.0,-0.07931758594247462
2010-04-28,2010-04-27,1.3149082604174576,1.316193225847844,1.311683391546197,1.3129930014017221,1.31768,1.32654,1.31117,1.31958,-0.0027417001004257846,0.018813173805061166,-0.0019152590157353207,0.0012849654,0.0013096099,-0.0019000000000000128,-19.000000000000128,-0.08121758594247463
2010-04-29,2010-04-28,1.315670681748215,1.3221385904914196,1.3143170232452936,1.3208561251964848,1.31954,1.32773,1.31819,1.32497,-0.003909277167495286,0.019055938992924515,0.005185443448269699,0.0012824653,0.0013536585,0.005430000000000046,54.30000000000046,-0.07578758594247459
2010-04-30,2010-04-29,1.3201064611648048,1.3289038663604629,1.3192551924593585,1.3279779197872017,1.32494,1.33418,1.32222,1.32926,-0.004863545777944301,0.01635035687513251,0.00787145862239684,0.0009259466,0.0008512687,0.008175178437566322,81.7517843756632,-0.06761240750490827
2010-05-03,2010-04-30,1.3247872812994534,1.3315022843195452,1.3237235467736388,1.3303774622505857,1.33117,1.33131,1.31498,1.31949,-0.004472710346359622,0.01928856616364425,0.005590180951132393,0.0011248221,0.0010637345,-0.009644283081822191,-96.4428308182219,-0.07725669058673046
2010-05-04,2010-05-03,1.3152490717797451,1.3171676923642888,1.313916723101484,1.3159358274546473,1.31935,1.3213,1.29598,1.29769,-0.0042408841223543995,0.021391192874162055,0.0006867556749022678,0.0012318649,0.0013323487,0.0,0.0,-0.07725669058673046
2010-05-05,2010-05-04,1.2948661472956653,1.298200765360372,1.2933852345059629,1.2967609197052585,1.29762,1.29952,1.27847,1.28115,-0.002823886616993385,0.022028751943155782,0.0018947724095932975,0.0014398457,0.0014809128,-0.01101437597157795,-110.1437597157795,-0.08827106655830841
2010-05-06,2010-05-05,1.2784547832171436,1.2839396091982493,1.2774909638875167,1.2829488748790467,1.28107,1.28539,1.25187,1.26529,-0.0026952001889233167,0.025142651208835867,0.004494091661903198,0.0009907343,0.00096381933,-0.012571325604417982,-125.71325604417981,-0.10084239216272639
2010-05-07,2010-05-06,1.2651446390254089,1.2659930491526277,1.2609511398283506,1.2619530686449,1.26525,1.27974,1.25836,1.27476,-0.00014538287095337284,0.027461739427419536,-0.003191570380508682,0.0008484101,0.0010019288,-0.013730869713709737,-137.30869713709737,-0.11457326187643613
2010-05-10,2010-05-07,1.2727559021141093,1.2796345787710959,1.271787676348136,1.2786153820698598,1.28673,1.30918,1.27206,1.27358,-0.0020041057441671146,0.028021788473457515,0.005859479955750453,0.0010191967,0.00096822577,-0.014010894236728744,-140.10894236728743,-0.12858415611316487
2010-05-11,2010-05-10,1.2709010667884921,1.2786308386219372,1.269635507675839,1.2770113811218817,1.27355,1.27996,1.26141,1.26387,-0.002678888312520989,0.031412656635386414,0.006110314333389565,0.0016194575,0.0012655591,-0.009679999999999911,-96.7999999999991,-0.13826415611316478
2010-05-12,2010-05-11,1.2603447086452089,1.2661192632973801,1.2598953905847903,1.265459657459953,1.26385,1.27395,1.26032,1.26434,-0.0035252921940245124,0.025707463674912417,0.0051149488147442315,0.00065960584,0.00044931806,0.0004900000000001015,4.900000000001015,-0.13777415611316468
2010-05-13,2010-05-12,1.2599273477134818,1.2695743167779854,1.2596027934959682,1.2691304799001644,1.26432,1.26833,1.25135,1.25288,-0.004412695354450342,0.02397248604320224,0.009203132186682466,0.00044383688,0.00032455422,-0.011986243021601117,-119.86243021601116,-0.1497603991347658
2010-05-14,2010-05-13,1.2504796777035045,1.2584465140661254,1.2499844857489626,1.2577654649338714,1.25276,1.25756,1.23522,1.23583,-0.00240029952275277,0.024280974832221046,0.007285787230366943,0.00068104913,0.00049519195,-0.012140487416110624,-121.40487416110624,-0.16190088655087642
2010-05-17,2010-05-14,1.2340589562404258,1.2400740823402452,1.2336316822361024,1.2394140000149059,1.23545,1.24134,1.22373,1.23813,-0.0017709931385413533,0.024985547262151037,0.005355043774480102,0.0006600823,0.000427274,0.0026800000000000157,26.800000000000157,-0.1592208865508764
2010-05-18,2010-05-17,1.235669611131525,1.237923299045973,1.2350690958488122,1.2374095198136945,1.23823,1.24436,1.21444,1.21457,-0.0024603622800349807,0.02990229009802351,0.0017399086821695275,0.00051377923,0.0006005153,-0.01495114504901185,-149.51145049011848,-0.17417203159988826
2010-05-19,2010-05-18,1.2131679065157353,1.219657361958483,1.2126168346246398,1.2189611836656273,1.21435,1.24304,1.21429,1.23839,-0.0014021389554562402,0.028320418656995403,0.005793277149892156,0.0006961783,0.0005510719,0.014160209328497597,141.60209328497598,-0.16001182227139066
2010-05-20,2010-05-19,1.2350510877385659,1.2494779944490395,1.2346889954878406,1.249175487023381,1.23837,1.25969,1.22951,1.25375,-0.003338881133504369,0.03263206184274582,0.014124399284815249,0.00030250743,0.00036209225,0.016316030921373015,163.16030921373013,-0.14369579135001764
2010-05-21,2010-05-20,1.2519399689217456,1.2563503350205847,1.2515162696827096,1.2560170813771092,1.25385,1.26704,1.24689,1.25688,-0.0018099976996531978,0.02777314788157508,0.004077112455363531,0.00033325364,0.00042369924,0.003030000000000088,30.300000000000882,-0.14066579135001755
2010-05-24,2010-05-21,1.255287897860975,1.2605454886880183,1.2549277122603906,1.2601074904751444,1.25108,1.25374,1.2329,1.23379,-0.0015921470761587585,0.02710622007659608,0.004819592614169378,0.0004379982,0.0003601856,-0.013553110038297955,-135.53110038297956,-0.1542189013883155
2010-05-25,2010-05-24,1.2331493205811326,1.239170090742585,1.2327545773250945,1.238681571248629,1.23378,1.2387,1.21747,1.23315,-0.0006407194350416388,0.02263505308361764,0.005532250667496423,0.0004885195,0.00039474326,-0.011317526541808842,-113.17526541808842,-0.16553642793012435
2010-05-26,2010-05-25,1.2327081090569219,1.2329785583513977,1.2310140871395256,1.2313380455143184,1.23294,1.23433,1.21498,1.21814,-0.0004418962836543306,0.02750582386914895,-0.0013700635426036,0.0002704493,0.00032395837,0.013752911934574508,137.52911934574507,-0.15178351599554984
2010-05-27,2010-05-26,1.2176077496469444,1.222795872087407,1.217148422546401,1.2222500424946687,1.21814,1.23936,1.21795,1.23653,-0.0005322564184241618,0.026562441515801172,0.004642292847724256,0.0005458296,0.0004593271,0.013281220757900503,132.81220757900502,-0.13850229523764934
2010-05-28,2010-05-27,1.2341889388615963,1.2441879932627906,1.2339398224711184,1.243911942674209,1.23658,1.24518,1.22614,1.22697,-0.002341007465613272,0.026585411942670976,0.009723003812612676,0.0002760506,0.0002491164,-0.009610000000000118,-96.10000000000117,-0.14811229523764946
2010-05-31,2010-05-28,1.2254565978396041,1.230345537848796,1.225036115883506,1.2297049930994652,1.22872,1.23335,1.22648,1.22701,-0.0015133595120803243,0.018775114227571228,0.004248395259861024,0.00064054475,0.00042048196,-0.0017100000000001003,-17.100000000001003,-0.14982229523764956
2010-06-01,2010-05-31,1.2241470710643958,1.232731836615214,1.2238929491643253,1.2323845210485997,1.22701,1.23521,1.2108,1.22444,-0.0028629406085778674,0.024374841752012055,0.008237449984203936,0.00034731557,0.0002541219,-0.012187420876005994,-121.87420876005994,-0.16200971611365556
2010-06-02,2010-06-01,1.2246564667107318,1.2250880304159377,1.2230420313711243,1.2235654615499976,1.22451,1.22718,1.21741,1.22486,0.00021648811118356673,0.022413892292054115,-0.0010910051607342115,0.0004315637,0.0005234302,-0.0003500000000000725,-3.5000000000007248,-0.16235971611365563
2010-06-03,2010-06-02,1.223468228940643,1.2279322366791339,1.2231047066732084,1.2275071075106998,1.22494,1.23263,1.21492,1.21745,-0.0013917239859927075,0.02273888221072723,0.004038878570056741,0.00042512917,0.00036352227,-0.007489999999999997,-74.89999999999996,-0.16984971611365562
2010-06-04,2010-06-03,1.2169869897769983,1.2213400045264555,1.216384330007642,1.2205148207693404,1.21773,1.22146,1.19536,1.19637,-0.00046303292045052515,0.02299113538443785,0.003527830992342023,0.00082518376,0.00060265977,-0.011495567692218822,-114.95567692218822,-0.18134528380587445
2010-06-07,2010-06-04,1.1961784027726068,1.197798685568813,1.195718599067736,1.197131574552003,1.19291,1.19908,1.18746,1.19208,-0.0001916028349981535,0.021037437103296943,0.0009531717793961477,0.000667111,0.0004598037,0.0,0.0,-0.18134528380587445
2010-06-08,2010-06-07,1.1898556033455163,1.1969237761767648,1.189305722907032,1.1963182571306892,1.19208,1.20093,1.18989,1.19554,-0.0022244175590248,0.024314438640829317,0.006462653785172839,0.00060551905,0.00054988044,0.0034600000000000186,34.600000000000186,-0.17788528380587443
2010-06-09,2010-06-08,1.1924664362047694,1.2015313938112337,1.1918479313205823,1.2008398614792493,1.19554,1.20728,1.19198,1.19872,-0.0030735151196934533,0.02523670348131987,0.008373425274479858,0.00069153233,0.0006185049,0.0031799999999999606,31.799999999999606,-0.17470528380587447
2010-06-10,2010-06-09,1.196648821751717,1.2031590537470553,1.195879740808289,1.2023138595348943,1.19878,1.21415,1.19543,1.213,-0.0020711565808024033,0.025214234364538568,0.005665037783177377,0.0008451942,0.00076908094,0.012607117182269256,126.07117182269256,-0.1620981666236052
2010-06-11,2010-06-10,1.2104670916270088,1.2167187226798655,1.209901126898415,1.2162435481652887,1.21294,1.21526,1.2044,1.21095,-0.0025329675007987173,0.02005217613027003,0.005776456538279828,0.00047517451,0.0005659647,-0.0019899999999999363,-19.899999999999363,-0.16408816662360515
2010-06-14,2010-06-11,1.2096092855398612,1.213709268343249,1.208948011878326,1.213041561687445,1.22035,1.22997,1.21596,1.22102,-0.001340731435541579,0.01696889827309672,0.0034322761475837336,0.00066770666,0.00066127366,0.008484449136548333,84.84449136548332,-0.15560371748705681
