Time,Open,High,Low,Close,Volume,Spread,rsi_14,macd_line,macd_signal,macd_hist,roc_12,atr_14,bb_width,stoch_k,stoch_d,cci_20,obv,dist_ema_50,slope_ema_50,adx_14,candle_body_size,upper_wick,lower_wick,clv,future_high,future_low,tgt_high_break,tgt_low_break,future_atr_14,future_bb_width,vol_score,tgt_vol_high,future_open,future_close,tgt_candle_class,tgt_candle_label
2010-01-01,1.43283,1.43356,1.43181,1.43335,76792,11,31.878833172497252,-0.014209226570081945,-0.014726776965763952,0.0005175503956820066,-1.297350897609828,0.011358571428571424,4.982645031990286,26.75992779783381,24.303635689698,-62.06046068976218,-637831.0,-2.3495740622814805,-0.0014076710001178494,67.8333841801544,0.0005199999999998539,0.00021000000000004349,0.0010200000000000209,0.7599999999999391,1.44556,1.42559,1,1,0.011663571428571424,4.368248368025056,0.7812199230028873,1,1.43143,1.44244,1,bull_long
2010-01-05,1.44238,1.44834,1.43445,1.43634,79910,9,38.28727713230574,-0.01218622333304209,-0.013923887184291007,0.0017376638512489172,0.18833179877792983,0.012027142857142839,4.093083190508332,47.038327526132356,43.201798125214744,-22.568893732891425,-637702.0,-1.9995136305153194,-0.0011961545833458764,59.018391450639065,0.006040000000000045,0.005959999999999965,0.0018899999999999473,-0.7278617710583221,1.44342,1.42807,0,1,0.011501428571428551,3.581170704502938,0.7083734359961502,1,1.43638,1.44005,0,doji_spinning
2010-01-06,1.43638,1.44342,1.42807,1.44005,80966,9,42.17787082870684,-0.011204383898078651,-0.013379986527048537,0.0021756026289698853,0.8198328129157106,0.011501428571428551,3.581170704502938,69.12476722532627,57.32341126771224,-31.80107984302068,-556736.0,-1.6790471943516965,-0.0010037563643912062,56.022409351447244,0.003670000000000062,0.003369999999999873,0.00831000000000004,0.5609120521172797,1.44432,1.42976,1,0,0.011453571428571428,2.9787347708003074,0.6364292589027911,0,1.44008,1.43155,2,bear_long
2010-01-07,1.44008,1.44432,1.42976,1.43155,80828,9,36.50024634291753,-0.010985513868998042,-0.012901091995438438,0.0019155781264403957,0.446961085617259,0.011453571428571428,2.9787347708003074,37.46741154562445,51.21016876569436,-41.819398624853015,-637564.0,-2.172715206718985,-0.0012977267030425121,52.565588534533674,0.008529999999999927,0.0042400000000000215,0.0017900000000001803,-0.7541208791208566,1.44382,1.42616,0,1,0.011935714285714287,2.6188630277284233,0.6049085659287776,0,1.43164,1.44083,1,bull_long
2010-01-13,1.44751,1.45797,1.4455,1.45215,80530,9,53.51542238893944,-0.005681416868731581,-0.009623577098998887,0.003942160230267305,1.040920128862588,0.012129285714285684,1.9238392829966053,82.02594193946905,80.2617212940937,213.85218404251285,-480196.0,-0.610172043162276,-0.0003638779683599047,39.0606895647683,0.0046399999999999775,0.005819999999999936,0.0020100000000000673,0.06655974338413069,1.45546,1.4445,0,1,0.012335714285714259,2.0664225301460304,0.5328440808469682,0,1.45209,1.44982,0,doji_spinning
2010-01-14,1.45209,1.45546,1.4445,1.44982,79995,9,51.673202480523805,-0.004723298676461596,-0.008643521414491429,0.003920222738029833,1.1130793801347627,0.012335714285714259,2.0664225301460304,74.83014206300228,76.79319131178582,152.64716747570935,-560191.0,-0.7396858612473679,-0.00044098079313004135,36.8907526057457,0.0022699999999999942,0.003369999999999873,0.0053200000000002134,-0.029197080291939008,1.45023,1.43347,0,1,0.013080714285714239,2.047190244995748,0.5471607314725697,0,1.44974,1.43849,2,bear_long
2010-01-15,1.44974,1.45023,1.43347,1.43849,76239,9,43.78086690667891,-0.004822627173384442,-0.007879342566270032,0.00305671539288559,0.3243039669698078,0.013080714285714239,2.047190244995748,39.83940704138389,65.56516368128507,28.72802260947694,-636430.0,-1.4568207197334064,-0.0008680011541837285,33.555982240794656,0.011249999999999982,0.0004899999999998794,0.0050200000000000244,-0.4009546539379405,1.4407,1.43325,0,1,0.012712142857142839,1.9459092557637618,0.5211742059672763,0,1.43665,1.44039,1,bull_long
2010-01-18,1.43665,1.4407,1.43325,1.44039,80166,11,45.28995844431227,-0.004693922979539078,-0.007242258648923841,0.0025483356693847634,0.5276271434852653,0.012712142857142839,1.9459092557637618,45.70722668313808,53.45892526250808,-10.517054406322368,-556264.0,-1.2752995100785065,-0.0007594520893139389,30.614311992139957,0.0037400000000000766,0.00031000000000003247,0.0034000000000000696,0.9167785234899262,1.44124,1.42498,1,1,0.013222142857142865,1.875060826385925,0.5187680461982676,0,1.44025,1.42788,2,bear_long
2010-01-19,1.44025,1.44124,1.42498,1.42788,79018,11,38.04806113501923,-0.005537543078611096,-0.006901315534861292,0.0013637724562501966,-0.38162346949452974,0.013222142857142865,1.875060826385925,8.79054258866359,31.445725437728523,-109.18225357202596,-635282.0,-2.05081657063498,-0.0012202578897329008,27.145980050383475,0.012369999999999992,0.0009900000000000464,0.0029000000000001247,-0.6432964329643179,1.42877,1.4078,0,1,0.013737857142857166,2.5336499353038446,0.6357074109720886,0,1.42796,1.41119,2,bear_long
2010-01-20,1.42796,1.42877,1.4078,1.41119,80306,11,30.939956008908936,-0.00746678910405385,-0.007014410248699804,-0.0004523788553540461,-2.166467929341953,0.013737857142857166,2.5336499353038446,6.7570261112218475,20.418265127674506,-285.1904078322763,-715588.0,-3.0742417103820343,-0.0018269144430766993,26.3604173735093,0.01676999999999995,0.0008100000000001994,0.003390000000000004,-0.6766809728183139,1.41422,1.40247,0,1,0.014452142857142882,3.077686275375311,0.7178777670837344,1,1.41115,1.40979,0,doji_spinning
2010-01-22,1.40977,1.41805,1.40837,1.41361,76668,11,33.66161936085976,-0.009802616162754685,-0.007890529142649158,-0.0019120870201055264,-1.836047359466686,0.013717142857142888,3.3888016329524624,20.072072072071983,13.339429124161013,-186.53358662010658,-717929.0,-2.6807926456733995,-0.0015893816139280759,28.77213064553945,0.0038400000000000656,0.0044399999999999995,0.0014000000000000679,0.08264462809918625,1.41939,1.41248,1,0,0.01321857142857146,3.622120818571855,0.7550529355149181,1,1.41498,1.41458,0,doji_spinning
2010-01-26,1.41454,1.4178,1.40397,1.40808,79276,9,31.62866005937768,-0.010981882089409423,-0.00888447842818447,-0.0020974036612249527,-2.2729954262473706,0.013110000000000035,3.971757973698092,10.108108108107936,17.33333333333317,-147.09157016971204,-717625.0,-2.8491800911378173,-0.0016855229738721444,33.287339355053525,0.00645999999999991,0.0032600000000000406,0.004110000000000058,-0.40563991323209614,1.40957,1.39944,0,1,0.012793571428571451,4.392966387438596,0.811958614051973,1,1.40804,1.4028,2,bear_long
2010-01-27,1.40804,1.40957,1.39944,1.4028,79709,9,29.485631877107394,-0.011860334433957842,-0.009479649629339145,-0.0023806848046186973,-3.297188118265859,0.012793571428571451,4.392966387438596,5.740645822655102,12.556191250194209,-150.26235991970893,-797334.0,-3.0913520204039666,-0.0018264828572498448,34.30913550759509,0.005239999999999911,0.0015300000000000313,0.0033600000000000296,-0.33662388943730726,1.40516,1.39454,0,1,0.012290714285714313,4.910570433239398,0.8265158806544755,1,1.40274,1.3962,2,bear_long
2010-01-28,1.40274,1.40516,1.39454,1.3962,79652,9,27.021046070221942,-0.012939915792974599,-0.010171702862066236,-0.0027682129309083633,-3.544041450777191,0.012290714285714313,4.910570433239398,2.61705817436578,6.155270701709607,-145.5857492493625,-876986.0,-3.4129332919510267,-0.0020136796079457397,35.97143383406783,0.00653999999999999,0.0024199999999998667,0.0016600000000002169,-0.6873822975517504,1.39861,1.38589,0,1,0.012159285714285737,5.606360481787203,0.8528633301251203,1,1.39604,1.38605,2,bear_long
2010-01-29,1.39604,1.39861,1.38589,1.38605,74390,9,23.735293206587215,-0.014447964825902604,-0.01102695525483351,-0.003421009571069094,-4.551871363151195,0.012159285714285737,5.606360481787203,0.22197558268581874,2.859893193235567,-151.11765439398823,-951376.0,-3.960109782426414,-0.0023327509958694925,38.03689540480561,0.009989999999999943,0.002569999999999961,0.00015999999999993797,-0.9748427672956069,1.39366,1.38501,0,1,0.012082857142857157,5.9259493674778,0.8591193455245428,1,1.38724,1.392,1,bull_long
2010-02-01,1.38724,1.39366,1.38501,1.392,80129,9,29.172434957598213,-0.01499019167704696,-0.0118196025392762,-0.0031705891377707598,-3.9880812790553444,0.012082857142857157,5.9259493674778,9.580592105262935,4.139875287438178,-128.86454300129117,-871247.0,-3.4134506798960027,-0.0020079372313255295,40.45724657370097,0.0047599999999998754,0.0016599999999999948,0.0022299999999999542,0.6161849710982593,1.39756,1.3883,1,0,0.011853571428571432,6.113555497469623,0.8587584215591915,1,1.39203,1.39737,1,bull_long
2010-02-02,1.39203,1.39756,1.3883,1.39737,80013,9,33.76224447245494,-0.014815808820512588,-0.01241884379552348,-0.002396965024989109,-2.8585530660623304,0.011853571428571432,6.113555497469623,17.544357700496725,9.115641796148493,-100.61126694717166,-791234.0,-2.9250824623478335,-0.001718606359508934,42.898365271088544,0.0053399999999999,0.00018999999999991246,0.003730000000000011,0.9589632829373831,1.40247,1.38803,1,1,0.012102142857142855,6.340991182714101,0.8709095283926853,1,1.39741,1.38969,2,bear_long
2010-02-03,1.39741,1.40247,1.38803,1.38969,80293,9,30.698316655100598,-0.015122992521854561,-0.012959673540789696,-0.0021633189810648656,-3.519880032491196,0.012102142857142855,6.340991182714101,7.175712971481186,11.433554259080282,-93.71501352420103,-871527.0,-3.3274913646314137,-0.0019523865022732512,44.8642397191178,0.007719999999999949,0.0050600000000000644,0.0016599999999999948,-0.7700831024930757,1.39022,1.37121,0,1,0.012262857142857147,6.929876435072608,0.8839629451395573,1,1.38951,1.37395,2,bear_long
2010-02-05,1.37411,1.37448,1.35816,1.36763,75832,9,23.85431508839669,-0.017800940632823226,-0.014485888673218199,-0.003315051959605027,-3.0867565671525488,0.012896428571428555,7.423969000939384,11.39865190178125,7.4956579183900445,-150.25628293887863,-1027146.0,-4.520931048819579,-0.0026431526305106257,52.68355622002685,0.006480000000000041,0.00036999999999998145,0.009469999999999867,0.16053921568626608,1.37128,1.36195,0,0,0.012401428571428548,7.607245418530334,0.8972569778633301,1,1.36421,1.36539,0,doji_spinning
2010-02-08,1.36421,1.37128,1.36195,1.36539,79813,11,23.256878412272087,-0.018837601578130858,-0.015356231254200731,-0.0034813703239301268,-3.149405230566249,0.012401428571428548,7.607245418530334,10.239342869282062,8.51686788432367,-138.27843561743495,-1106959.0,-4.502147309598413,-0.0026273427234317914,57.00347112907172,0.001180000000000181,0.005889999999999951,0.0022599999999999287,-0.2625937834940863,1.38385,1.36456,1,0,0.012281428571428539,7.417525342654116,0.8911212704523581,1,1.3654,1.37809,1,bull_long
2010-02-09,1.3654,1.38385,1.36456,1.37809,78899,11,33.435886653931604,-0.018422021389091103,-0.015969389281178806,-0.002452632107912297,-2.512715671224741,0.012281428571428539,7.417525342654116,32.54940388698357,18.06246621934896,-99.44155471168243,-1028060.0,-3.4770930200898773,-0.002026270459767776,58.24254545200678,0.01269000000000009,0.005759999999999987,0.0008399999999999519,0.4027993779160209,1.38112,1.36747,0,0,0.012417142857142825,6.996916961747184,0.8887151106833494,1,1.378,1.37467,0,doji_spinning
